Id_Votacao;Data;Resultado;TipoVotacao;Projeto;SiglaProjeto;Assunto
2011076;09/11/2011 00:00;;1;PEC;PEC0061/11;PEC  N∫ 61/2011 - DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1∫ DA PEC 61/2011 
2011077;09/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015. "
2011079;09/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - PSDB - EXP. ""AT… 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC "
2011080;09/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - PSDB - EXPRESS√O ""CONTRIBUI«’ES SOCIAIS"" "
2011081;09/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - PSDB - EXPRESS√O ""J¡ INSTITUÕDOS"" "
2011083;09/11/2011 00:00;;1;PEC;PEC0061/11;PEC  N∫ 61/2011 - DVS - PV/PPS - ß  4∫ DO ART. 76 CONSTANTE DA EMENDA 1 
2011086;22/11/2011 00:00;;1;PEC;PEC0061/11;PEC  N∫ 61/2011 - VOTA«√O EM SEGUNDO TURNO 
2011087;22/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - PSDB - EXPRESS√O ""CONTRIBUI«’ES SOCIAIS"" CAPUT ART. 76 "
2011088;22/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - DEM- EXP "" E DE INTERVEN«√O DE DOMINIO ECON‘MICO"" CAP ART. 76 "
2011089;22/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - PSDB - EXPRESS√O ""J¡ INSTITUIDOS  "" CAPUT  ART. 76 "
2011090;22/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76 "
2011091;22/11/2011 00:00;;1;PEC;PEC0061/11;"PEC  N∫ 61/2011 - DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76 "
2011092;23/11/2011 00:00;;2;REC;REC0092/11;REC  N∫ 92/2011 - RECURSO 
2011095;29/11/2011 00:00;;1;PEC;PEC0098/07;"PEC  N∫ 98/2007 - DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1∫ SUBST. "
2011098;14/12/2011 00:00;;2;PRC;PRC0103/11;REQ  N∫ /2011 - REQUERIMENTO DE URG NCIA PARA O PRC N∫ 103/2011 PSD 
2012002;28/02/2012 00:00;;1;PL.;PL.1992/07;PL   N∫ 1992/2007 - SUBEMENDA SUBSTITUTIVA GLOBAL DE PLEN¡RIO 
2012003;29/02/2012 00:00;;1;PL.;PL.1992/07;PL   N∫ 1992/2007 - DVS - PSDB - ART. 4∫ DO PROJETO ORIGINAL (E SEUS CORRESPONDENTES.)... 
2012004;29/02/2012 00:00;;1;PL.;PL.1992/07;PL   N∫ 1992/2007 - DVS - PSDB - EMENDA 43 
2012005;29/02/2012 00:00;;1;PL.;PL.1992/07;PL   N∫ 1992/2007 - DVS - DEM - EMENDA 26 
2012008;14/03/2012 00:00;;1;MPV;MPV0550/11;MPV  N∫ 550/2011 - DVS - PSD - EMENDA 19 
2012010;20/03/2012 00:00;;2;PL.;PL.0301/07;PL   N∫ 301/2007 - REQUERIMENTO DE URG NCIA 
2012013;28/03/2012 00:00;;1;PL.;PL.2330/11;PL   N∫ 2330/2011 - DVS - PSDB/PSC/PvPps... -  EMENDA DE PLEN¡RIO N∫ 1 
2012014;28/03/2012 00:00;;1;PL.;PL.2330/11;PL   N∫ 2330/2011 - DVS - PSC - EMENDA N∫ 46 
2012015;10/04/2012 00:00;;1;MPV;MPV0549/11;"MPV  N∫ 549/2011 - DVS - DEM - express„o ""medicamentos"" Art. 8∫ PLV "
2012017;11/04/2012 00:00;;1;MPV;MPV0551/11;"MPV  N∫ 551/2011 - DVS - PT - exp. ""provenientes...p˙blico"", do Art. 1∫ do PLV "
2012018;11/04/2012 00:00;;1;MPV;MPV0551/11;MPV  N∫ 551/2011 - DVS - PSDB - Emenda n∫ 9 
2012021;25/04/2012 00:00;;1;PL.;PL.1876/99;PL   N∫ 1876/1999 - SUBSTITUTIVO DO SF - DISPOSITIVOS COM PARECER PELA REJEI«√O 
2012022;25/04/2012 00:00;;1;PL.;PL.1876/99;PL   N∫ 1876/1999 - DVS - PT - ß 7∫ DO ART. 62, P/ FINS DE SUA MANUTEN«√O 
2012023;09/05/2012 00:00;;1;MPV;MPV0554/11;MPV  N∫ 554/2011 - DVS - PSDB - EMENDA 15 
2012024;15/05/2012 00:00;;2;MPV;MPV0558/12;MPV  N∫ 558/2012 - PARECER DO RELATOR PELA ADMISSIBILIDADE 
2012025;15/05/2012 00:00;;1;PEC;PEC0471/05;PEC  N∫ 471/2005 - SUBSTITUTIVO DA COMISS√O ESPECIAL - PRIMEIRO TURNO 
2012026;16/05/2012 00:00;;2;PDC;PDC0514/11;PDC N∫ 514/2011 - REQUERIMENTO DE URG NCIA 
2012035;12/06/2012 00:00;;1;MPV;MPV0559/12;MPV  N∫ 559/2012 - DVS - PSDB - ART. 28 DO PLV 
2012036;13/06/2012 00:00;;1;PL.;PL.0643/11;PL   N∫ 643/2011 - EMENDA DO RELATOR DA CCJC 
2012044;04/07/2012 00:00;;1;MPV;MPV0567/12;MPV  N∫ 567/2012 - DVS - PSDB - EMENDA N∫ 17 
2012052;04/09/2012 00:00;;1;MPV;MPV0570/12;MPV  N∫ 570/2012 - DVS - PSDB - ART. 14 DO PLV 
2012055;18/09/2012 00:00;;1;MPV;MPV0571/12;MPV  N∫ 571/2012 - DVS - DEM - EMENDA 533 
2012056;30/10/2012 00:00;;2;MPV;MPV0574/12;MPV  N∫ 574/2012 - REQUERIMENTO DE RETIRADA DE PAUTA 
2012057;31/10/2012 00:00;;1;MPV;MPV0574/12;MPV  N∫ 574/2012 - DVS - PT - PREFER NCIA P/ VOT. DA MP 574/12 SOBRE O PLV 
2012058;31/10/2012 00:00;;1;MPV;MPV0574/12;"MPV  N∫ 574/2012 - DVS - PT - EXPR.  ""ESTENDENDO-SE TAMB…M... 2010"" ART. 2∫ DO PLV "
2012061;06/11/2012 00:00;;2;PL.;PL.2565/11;REQ  N∫ 4636/2012 - REQ. URG NCIA P/ PL N∫ 2.565/11 DO SENADO FEDERAL 
2012062;06/11/2012 00:00;;1;PL.;PL.2565/11;PL   N∫ 2565/2011 - DVS - DEM - PREFER NCIA P/ VOTA«√O DO PL 2.565/2011 
2012063;06/11/2012 00:00;;1;PL.;PL.2565/11;PL   N∫ 2565/2011 - PROJETO DE LEI 
2012064;06/11/2012 00:00;;1;PL.;PL.2565/11;PL   N∫ 2565/2011 - DVS - PMDB - ART. 3∫ 
2012066;07/11/2012 00:00;;2;PL.;PL.0865/11;REQ  N∫ 1134/2011 - URG NCIA PARA APRECIA«√O DO PL N∫ 865/2011 
2012067;07/11/2012 00:00;;1;PL.;PL.0865/11;PL   N∫ 865/2011 - SUBSTITUTIVO DA CTASP 
